Title,Categories
Adolf Stark (Politiker),"['FPÖ-Mitglied', 'FPK-Mitglied', 'BZÖ-Mitglied', 'Landtagsabgeordneter (Kärnten)', 'Bürgermeister (Maria Wörth)', 'Österreicher', 'Geboren 1950', 'Mann']"
Max Huggler,"['Kunsthistoriker', 'Hochschullehrer (Universität Bern)', 'Wissenschaftlicher Mitarbeiter eines Museums in der Schweiz', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Schweizer', 'Geboren 1903', 'Gestorben 1994', 'Mann']"
Peter Schreiner (Indologe),"['Indologe', 'Hochschullehrer (Universität Zürich)', 'Deutscher', 'Geboren 1945', 'Mann']"
Gotthold Starke,"['Deutscher Diplomat', 'Jurist im auswärtigen Dienst', 'Person der deutschen Außenpolitik 1933–1945', 'NSDAP-Mitglied', 'Pole', 'Deutscher', 'Geboren 1896', 'Gestorben 1968', 'Mann']"
Karl Willy Straub,"['Autor', 'Literatur (20. Jahrhundert)', 'Literatur (Deutsch)', 'Lyrik', 'Roman, Epik', 'Person (Freiburg im Breisgau)', 'Person (Saarbrücken)', 'Deutscher', 'Geboren 1880', 'Gestorben 1971', 'Mann']"
Heinrich Pipping,"['Person (Mordfall)', 'Lutherischer Geistlicher (18. Jahrhundert)', 'Lutherischer Geistlicher (Dresden)', 'Deutscher', 'Geboren 1679', 'Gestorben 1726', 'Mann', 'Absolvent der Universität Leipzig']"
Johannes Schnizer,"['Kirchenrechtler', 'Hochschullehrer (Universität Graz)', 'Österreicher', 'Geboren 1929', 'Gestorben 2011', 'Mann']"
Karl Weigl (Politiker),"['Landtagsabgeordneter (Wien)', 'Landtagspräsident (Wien)', 'ÖGB-Funktionär', 'SPÖ-Mitglied', 'Karl-Renner-Preisträger', 'Hundertjähriger', 'Österreicher', 'Geboren 1879', 'Gestorben 1982', 'Mann']"
Gudrun Schreiner,"['Bildhauer (Deutschland)', 'Deutscher', 'Geboren 1932', 'Gestorben 2012', 'Frau']"
Regula von Lichtenthal,"['Zisterzienserin', 'Geboren im 15. Jahrhundert', 'Gestorben 1478', 'Frau', 'Person (Baden-Baden)']"
Krisztián Szép Kis,"['Handballspieler (Ungarn)', 'Handballspieler (Spanien)', 'Handballspieler (Italien)', 'Handballspieler (ThSV Eisenach)', 'Handballspieler (Stralsunder HV)', 'Rückraumspieler', 'Ungar', 'Geboren 1972', 'Mann']"
Heinz Geggel,"['Neuzeithistoriker', 'Hochschullehrer (Universität Leipzig)', 'Hörspielautor', 'Träger des Nationalpreises der DDR II. Klasse für Wissenschaft und Technik', 'Träger des Vaterländischen Verdienstordens in Bronze', 'Träger des Sterns der Völkerfreundschaft', 'Person (Grünhain-Beierfeld)', 'Person (Berlin)', 'Deutscher', 'Geboren 1929', 'Gestorben 1999', 'Mann']"
Klaus Kießling,"['Römisch-katholischer Theologe (20. Jahrhundert)', 'Römisch-katholischer Theologe (21. Jahrhundert)', 'Psychologe', 'Pastoraltheologe', 'Praktischer Theologe', 'Religionsdidaktiker', 'Hochschullehrer (PTH Sankt Georgen Frankfurt)', 'Deutscher', 'Geboren 1962', 'Mann']"
Martin Veith,"['Moderator', 'Österreicher', 'Geboren 1986', 'Mann']"
Friedrich List (Jurist),"['Rechtswissenschaftler (20. Jahrhundert)', 'Verwaltungsjurist', 'Bibliothekar', 'Rechtsbibliothekar', 'Freimaurer (Deutschland)', 'Freimaurer (20. Jahrhundert)', 'DDP-Mitglied', 'NSDAP-Mitglied', 'NSDDB-Funktionär', 'SD-Agent', 'Hochschullehrer (Technische Universität Darmstadt)', 'Deutscher', 'Geboren 1887', 'Gestorben 1965', 'Mann', 'Universitäts- und Landesbibliothek Darmstadt']"
Karlheinz Dietz,"['Althistoriker', 'Hochschullehrer (Julius-Maximilians-Universität Würzburg)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied des Deutschen Archäologischen Instituts', 'Deutscher', 'Geboren 1947', 'Mann']"
Gert Kießling,"['Kabarettist (Deutschland)', 'Theaterschauspieler', 'Synchronsprecher', 'Deutscher', 'Geboren 1944', 'Mann']"
Josef Kiesl,"['Landtagsabgeordneter (Oberösterreich)', 'CS-Mitglied', 'Person im Ersten Weltkrieg (Österreich-Ungarn)', 'Pfarrkirchen im Mühlkreis', 'Österreicher', 'Geboren 1887', 'Gestorben 1936', 'Mann']"
Erich Straub,"['Psychiater', 'T4-Gutachter', 'NSDAP-Mitglied', 'Person (Schleswig)', 'Deutscher', 'Geboren 1885', 'Gestorben 1945', 'Mann']"
Wilhelm Volkert,"['Landeshistoriker (Bayern)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Träger des Bayerischen Verdienstordens', 'Träger der Bayerischen Verfassungsmedaille in Gold', 'Träger des Bayerischen Maximiliansordens für Wissenschaft und Kunst', 'Korporierter im CV', 'Deutscher', 'Geboren 1894', 'Gestorben 1986', 'Mann']"
Alfred Götze (Philologe),"['Germanist', 'Hochschullehrer (Albert-Ludwigs-Universität Freiburg)', 'Hochschullehrer (Justus-Liebig-Universität Gießen)', 'NSDAP-Mitglied', 'Herausgeber', 'Deutscher', 'Geboren 1876', 'Gestorben 1946', 'Mann']"
Jakob Dachser,"['Maurer', 'Person (Täuferbewegung)', 'Person des Christentums (Augsburg)', 'Geboren im 15. oder 16. Jahrhundert', 'Gestorben im 16. Jahrhundert', 'Mann']"
Ekkehart Stark,"['Maler (Chemnitz)', 'Grafikdesigner (Deutschland)', 'Bühnenmaler', 'Grafiker (Chemnitz)', 'Kriebstein', 'Deutscher', 'Geboren 1947', 'Mann']"
Günther Deicke,"['Autor', 'Lyrik', 'Literatur (20. Jahrhundert)', 'Literatur (Deutsch)', 'NSDAP-Mitglied', 'NDPD-Mitglied', 'Mitglied der Akademie der Künste (DDR)', 'Träger des Nationalpreises der DDR III. Klasse für Kunst und Literatur', 'Träger des Vaterländischen Verdienstordens in Silber', 'Träger des Goethepreises der Stadt Berlin', 'Träger des Sterns der Völkerfreundschaft', 'Deutscher', 'Geboren 1922', 'Gestorben 2006', 'Mann']"
Klaus Starke,"['Mediziner (20. Jahrhundert)', 'Mediziner (21. Jahrhundert)', 'Pharmakologe', 'Hochschullehrer (Albert-Ludwigs-Universität Freiburg)', 'Mitglied der Leopoldina (20. Jahrhundert)', 'Mitglied der Heidelberger Akademie der Wissenschaften', 'Mitglied der Academia Europaea', 'Deutscher', 'Geboren 1937', 'Mann']"
Johannes Kretzschmar (Liedtexter),"['Musiker (Deutschland)', 'Liedtexter', 'Deutscher', 'Geboren 1898', 'Gestorben 1957', 'Mann']"
Wolfgang Dietz,"['Bürgermeister (Weil am Rhein)', 'CDU-Mitglied', 'Deutscher', 'Geboren 1956', 'Mann', 'Korporierter im CV']"
Auskultator,"['Richter (Preußen)', 'Major (Preußen)', 'Person (Haldensleben)', 'Person (Halberstadt)', 'Geboren 1779', 'Gestorben 1827', 'Mann', 'Person in den Koalitionskriegen (Preußen)']"
Peter Schreiner (Regisseur),"['Filmregisseur', 'Drehbuchautor', 'Kameramann', 'Dokumentarfilmer', 'Person (Wien)', 'Österreicher', 'Geboren 1957', 'Mann']"
Tobias Lelle,"['Person (Berlin)', 'Synchronsprecher', 'Hörspielsprecher', 'Filmschauspieler', 'Deutscher', 'Geboren 1981', 'Mann']"
Bernd Schneidmüller,"['Mittelalterhistoriker', 'Hochschullehrer (Carl von Ossietzky Universität Oldenburg)', 'Hochschullehrer (Bamberg)', 'Hochschullehrer (Ruprecht-Karls-Universität Heidelberg)', 'Mitglied der Braunschweigischen Wissenschaftlichen Gesellschaft', 'Mitglied der Heidelberger Akademie der Wissenschaften', 'Mitglied der Kommission für geschichtliche Landeskunde in Baden-Württemberg', 'Mitglied der Historischen Kommission für Niedersachsen und Bremen', 'Mitglied der Frankfurter Historischen Kommission', 'Person als Namensgeber für einen Asteroiden', 'Deutscher', 'Geboren 1954', 'Mann']"
Thilo Michler,"['Bürgermeister (Landkreis Heilbronn)', 'Bürgermeister (Öhringen)', 'Person (Ilsfeld)', 'Deutscher', 'Geboren 1972', 'Mann']"
Johann Friedrich Burscher,"['Lutherischer Theologe (19. Jahrhundert)', 'Hochschullehrer (Universität Leipzig)', 'Hochschullehrer (Leucorea)', 'Hochschullehrer (Friedrich-Schiller-Universität Jena)', 'Rektor (Friedrich-Schiller-Universität Jena)', 'Deutscher', 'Geboren 1780', 'Gestorben 1835', 'Mann']"
Anton Straub,"['Dogmatiker', 'Jesuit', 'Römisch-katholischer Geistlicher (19. Jahrhundert)', 'Römisch-katholischer Geistlicher (20. Jahrhundert)', 'Priester (Bistum Speyer) mit Diözesantätigkeit', 'Person (Bockenheim an der Weinstraße)', 'Geboren 1852', 'Gestorben 1931', 'Mann']"
Klaus König (Posaunist),"['Jazz-Posaunist', 'Komponist (Jazz)', 'Musiker (Deutschland)', 'Deutscher', 'Geboren 1959', 'Mann']"
Georg Schmidt (Kunsthistoriker),"['Kunsthistoriker', 'Wissenschaftlicher Mitarbeiter des Kunstmuseums Basel', 'Hochschullehrer (Akademie der Bildenden Künste München)', 'Person (Basel)', 'Schweizer', 'Geboren 1896', 'Gestorben 1965', 'Mann']"
Karl Schnitzler (Oberamtmann),"['Verwaltungsjurist', 'Oberamtmann (Oberamt Riedlingen)', 'Landtagsabgeordneter (Württemberg, Zweite Kammer)', 'Corpsstudent (19. Jahrhundert)', 'Württemberger', 'Deutscher', 'Geboren 1823', 'Gestorben 1893', 'Mann']"
Nikolaus Müller (Künstler),"['Autor', 'Maler (Deutschland)', 'Person (Mainz)', 'Kultur (Mainz)', 'Politische Literatur', 'Literatur (Deutsch)', 'Deutscher', 'Geboren 1770', 'Gestorben 1851', 'Mann', 'Mainzer Republik']"
Daniel Schreiner,"['Fußballspieler (SK Rapid Wien)', 'Fußballspieler (TSV Hartberg)', 'Österreichischer Meister (Fußball)', 'Österreicher', 'Geboren 1986', 'Mann']"
Franz Dietz,"['Verwaltungsjurist', 'Oberamtmann (Baden)', 'Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Geboren 1794', 'Gestorben 1840', 'Mann']"
Michael Starcke,"['Autor', 'Literatur (Deutsch)', 'Lyrik', 'Künstler (Bochum)', 'Mitglied im PEN-Zentrum Deutschland', 'Deutscher', 'DDR-Bürger', 'Geboren 1949', 'Gestorben 2016', 'Mann']"
Thomas Ranft (Moderator),"['Fernsehmoderator (Deutschland)', 'Person (Hessischer Rundfunk)', 'Person (Recklinghausen)', 'Deutscher', 'Geboren 1966', 'Mann']"
"Helmut Müller (Politiker, 1910)","['LDPD-Funktionär', 'Politiker (Dresden)', 'Träger des Vaterländischen Verdienstordens in Silber', 'DDR-Bürger', 'Deutscher', 'Geboren 1910', 'Gestorben 1986', 'Mann']"
Kim Schnitzer,"['Deutscher', 'Filmschauspieler', 'Theaterschauspieler', 'Geboren 1986', 'Frau']"
Martin Scheffler,"['Maschinenbauingenieur', 'Fördertechnik', 'Hochschullehrer (Technische Universität Dresden)', 'Ehrendoktor der Technischen Universität Berlin', 'Person im Zweiten Weltkrieg (Deutsches Reich)', 'Deutscher Kriegsgefangener der Vereinigten Staaten', 'Person (Leipzig)', 'DDR-Bürger', 'Deutscher', 'Geboren 1919', 'Gestorben 2013', 'Mann']"
Karl-Ewald Tietz,"['Hochschullehrer (Ernst-Moritz-Arndt-Universität Greifswald)]] umbenannt in [[Kategorie:Hochschullehrer (Universität Greifswald)]]: laut [[Diskussion:Universität Greifswald#Kategorien|Diskussion', 'Fachdidaktiker (Deutsch)', 'Pädagoge (20. Jahrhundert)', 'Literaturwissenschaftler', 'Herausgeber', 'Volkskundler', 'Märchenforschung', 'Hochschullehrer (Universität Greifswald)', 'Deutscher', 'Geboren 1941', 'Gestorben 2011', 'Mann']"
Horst Veith,"['Unternehmer]]; Ergänze [[Kategorie:Unternehmer (Deutschland)', 'Erfinder', 'Unternehmer (Deutschland)', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Mann']"
Franz Kieslinger,"['Kunsthistoriker', 'Kunstraub', 'Person (Österreich im Nationalsozialismus)', 'Person (deutsche Besetzung der Niederlande 1940–1945)', 'Person im Ersten Weltkrieg (Österreich-Ungarn)', 'Person (Cisleithanien)', 'NSDAP-Mitglied', 'Österreicher', 'Geboren 1891', 'Gestorben 1955', 'Mann']"
Hans-Ulrich Hege,"['Landwirt (Deutschland)', 'Pflanzenzüchter', 'Mitglied der Vorläufigen Volksvertretung für Württemberg-Baden', 'Träger des Großen Bundesverdienstkreuzes', 'Träger des Bayerischen Verdienstordens', 'Ehrendoktor der Universität Hohenheim', 'Waldenburg (Württemberg)', 'Mennonit', 'Deutscher', 'Geboren 1885', 'Gestorben 1983', 'Mann']"
Lorenz Schreiner,"['Religionspädagoge (Christentum)', 'Evangelischer Theologe (20. Jahrhundert)', 'Evangelischer Theologe (21. Jahrhundert)', 'Hochschullehrer (Johannes Gutenberg-Universität Mainz)', 'Hochschullehrer (Universität Hildesheim)', 'Absolvent der Ludwig-Maximilians-Universität München', 'Mitglied der Sudetendeutschen Akademie der Wissenschaften und Künste', 'Deutscher', 'Geboren 1958', 'Mann']"
Christoph Stark (Regisseur),"['Fernsehregisseur', 'Filmregisseur', 'Drehbuchautor', 'Deutscher', 'Geboren 1965', 'Mann']"
Curt Reinhard Dietz,"['Autor', 'Roman, Epik', 'Herausgeber', 'Mitglied der Reichsschrifttumskammer', 'Person der NS-Propaganda', 'Nationalsozialismus (Literatur)', 'NSDAP-Mitglied', 'Deutscher', 'Geboren 1896', 'Gestorben 1949', 'Mann']"
Heinrich Schnitzler (Polizeibeamter),"['Theaterschauspieler', 'Theaterregisseur', 'Träger der Kainz-Medaille', 'Arthur Schnitzler', 'Darstellender Künstler (Wien)', 'Person (Österreich-Ungarn)', 'Österreicher', 'Geboren 1902', 'Gestorben 1982', 'Mann']"
Karl Veith,"['Generalleutnant (Luftwaffe der Wehrmacht)', 'Oberleutnant (Bayern)', 'Hauptmann (Reichswehr)', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Träger des Bayerischen Militärverdienstordens (IV. Klasse)', 'Träger des Eisernen Kreuzes I. Klasse', 'Freikorps-Mitglied', 'Person im Zweiten Weltkrieg (Deutsches Reich)', 'Träger des Deutschen Kreuzes in Gold', 'Braunschweigische Geschichte (Zeit des Nationalsozialismus)', 'Deutscher', 'Geboren 1894', 'Gestorben 1979', 'Mann']"
Fritz Scheuermann (Schauspieler),"['Filmschauspieler', 'Theaterschauspieler', 'Kabarettist (Deutschland)', 'Deutscher', 'Geboren 1968', 'Mann']"
Jörg Straube,"['Hochschullehrer (HfM Würzburg)', 'Dirigent', 'Musiker (Hannover)', 'Musiker (Bremen)', 'Echo-Klassik-Preisträger', 'Deutscher', 'Geboren 1953', 'Mann']"
Ministerialrat,"['Senatsrat (Berlin)', 'Deutscher', 'Geboren 1939', 'Gestorben 2006', 'Mann']"
Ernst Dietz (Schauspieler),"['Filmschauspieler', 'Theaterschauspieler', 'Theaterregisseur', 'Hörspielsprecher', 'Theaterintendant', 'Autor', 'Deutscher', 'Geboren 1916', 'Gestorben 1989', 'Mann']"
Herbert Scheffler,"['Autor', 'Hörspielautor', 'Literaturkritiker', 'Drama', 'Theaterregisseur', 'Literatur (Deutsch)', 'Literatur (20. Jahrhundert)', 'Deutscher', 'Geboren 1899', 'Gestorben 1947', 'Mann']"
Klaus Koenig (Pianist),"['Jazz-Pianist', 'Komponist (Jazz)', 'Tonmeister', 'Deutscher', 'Geboren 1936', 'Mann', 'Musiker (Zürich)']"
Robert Schoeller,"['Unternehmer (Montanindustrie)', 'Unternehmer (Österreich)', 'Unternehmer (Österreich-Ungarn)', 'Ehrenbürger der Technischen Universität Wien', 'Unternehmer (Wien)', 'Österreicher', 'Mitglied der Unternehmerfamilie Schoeller|Richard', 'Geboren 1871', 'Gestorben 1950', 'Mann']"
Heinrich Schiffers (Geograph),"['Geograph (20. Jahrhundert)', 'Afrikaforscher', 'Deutscher', 'Geboren 1901', 'Gestorben 1982', 'Mann']"
Forschungsnetzwerk Sprache und Wissen,"['Sprachwissenschaftler', 'Unternehmensberater', 'Deutscher', 'Geboren 1986', 'Frau']"
Hans-Joachim Wunderlich,"['Komponist (Deutschland)', 'Filmkomponist', 'Deutscher', 'Geboren 1918', 'Gestorben 1998', 'Mann']"
Anna Luise Kiss,"['Filmschauspieler', 'Deutscher', 'Geboren 1981', 'Frau']"
"Helmut Müller (Politiker, 1930)","['Funktionär der Freien Deutschen Jugend (DDR)', 'Mitglied des ZK der SED', 'Abgeordneter der Volkskammer', 'Mitglied der Stadtverordnetenversammlung von Berlin (DDR)', 'Träger des Vaterländischen Verdienstordens', 'Träger des Banners der Arbeit', 'Träger des Sterns der Völkerfreundschaft', 'Träger des Titels Held der Arbeit', 'Verurteilte Person', 'DDR-Bürger', 'Deutscher', 'Geboren 1930', 'Gestorben 2019', 'Mann']"
Claude Starck,"['Klassischer Cellist', 'Musiker (Schweiz)', 'Schweizer', 'Geboren 1928', 'Mann']"
Matthias Scheffler,"['Physiker (20. Jahrhundert)', 'Hochschullehrer (Technische Universität Berlin)', 'Hochschullehrer (Freie Universität Berlin)', 'Mitglied der Berlin-Brandenburgischen Akademie der Wissenschaften', 'Mitglied der Leopoldina (21. Jahrhundert)', 'Wissenschaftliches Mitglied der Max-Planck-Gesellschaft', 'Max-Planck-Forschungspreisträger', 'Fellow der American Physical Society', 'Deutscher', 'Geboren 1951', 'Mann']"
Friedrich Birzer,"['Geologe (20. Jahrhundert)', 'Hochschullehrer (Julius-Maximilians-Universität Würzburg)', 'Paläontologe', 'Deutscher', 'Geboren 1926', 'Gestorben 1985', 'Mann']"
Otto von Ramin,"['Verwaltungsjurist', 'Geheimer Regierungsrat', 'Landwirt (Deutschland)', 'Mitglied des Preußischen Herrenhauses', 'Corpsstudent (19. Jahrhundert)', 'Mitglied des Preußischen Abgeordnetenhauses', 'Träger des Roten Adlerordens 4. Klasse', 'Ehrenritter (Johanniterorden)', 'Deutscher', 'Geboren 1815', 'Gestorben 1882', 'Mann']"
Johann Jakob Kees,"['Unternehmer (17. Jahrhundert)', 'Deutscher', 'Geboren 1645', 'Gestorben 1705', 'Mann']"
Hans Bahlsen,"['Mitglied der Familie Bahlsen|Hermann, 1927', 'Unternehmer (Ernährungswirtschaft)', 'Unternehmer (20. Jahrhundert)', 'Unternehmer (Hannover)', 'Verbandsfunktionär (Deutschland)', 'Person (Lions Club)', 'Deutscher', 'Geboren 1927', 'Gestorben 2014', 'Mann']"
Wilhelm Weinmann,"['Verwaltungsjurist', 'Kreisdirektor (Elsaß-Lothringen)', 'Geheimer Regierungsrat', 'Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Geboren 1851', 'Gestorben 1918', 'Mann', 'Person (Marburg)']"
Gerold Scheuermann,"['Heimatforscher]]; Ergänze [[Kategorie:Heimatforscher (Rheinland-Pfalz)', 'Heimatforscher (Rheinland-Pfalz)', 'Person (Rodenbach, Westpfalz)', 'Träger der Verdienstmedaille des Landes Rheinland-Pfalz', 'Träger der Ehrennadel des Landes Rheinland-Pfalz', 'Deutscher', 'Geboren 1929', 'Gestorben 2014', 'Mann']"
Daniela Münkel,"['Neuzeithistoriker', 'Hochschullehrer (Katholische Universität Eichstätt-Ingolstadt, Campus Eichstätt)', 'Hochschullehrer (Rheinische Friedrich-Wilhelms-Universität Bonn)', 'Deutscher', 'Geboren 1970', 'Mann']"
Leopold Kiesling,"['Bildhauer (Wien)', 'Bildhauer (Wien)', 'Person (Habsburgermonarchie vor 1804)', 'Person (Kaisertum Österreich)', 'Geboren 1770', 'Gestorben 1827', 'Mann']"
August Schnitzler,"['Unternehmer (Solingen)', 'Unternehmer (19. Jahrhundert)', 'Kommerzienrat', 'Person (Industrie- und Handelskammer Wuppertal-Solingen-Remscheid)', 'Deutscher', 'Geboren 1794', 'Gestorben 1861', 'Mann']"
Irène Straub,"['Musicaldarsteller', 'Person (Kanton Luzern)', 'Gesangspädagoge', 'Schweizer', 'Geboren 1971', 'Frau']"
Martin Schreiner (Religionspädagoge),"['Religionspädagoge (Christentum)', 'Evangelischer Theologe (20. Jahrhundert)', 'Evangelischer Theologe (21. Jahrhundert)', 'Hochschullehrer (Johannes Gutenberg-Universität Mainz)', 'Hochschullehrer (Universität Hildesheim)', 'Absolvent der Ludwig-Maximilians-Universität München', 'Mitglied der Sudetendeutschen Akademie der Wissenschaften und Künste', 'Deutscher', 'Geboren 1958', 'Mann']"
Dieter Süverkrüp,"['Liedermacher', 'Chansonnier', 'Gitarrist', 'Interpret von Arbeiterliedern', 'Person der 68er-Bewegung', 'DKP-Mitglied', 'Person (Düsseldorf)', 'Deutscher', 'Geboren 1934', 'Mann']"
Anna Dietz,"['Theaterschauspieler', 'Deutscher', 'Geboren 1835', 'Gestorben 1926', 'Frau']"
Rolf Kissel,"['Autor', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Person (Neustadt an der Weinstraße)', 'Frau']"
"Helmut Müller (Politiker, 1944)","['Landtagsabgeordneter (Bayern)', 'CSU-Mitglied', 'Verwaltungsjurist', 'Träger des Bayerischen Verdienstordens', 'Träger der Bayerischen Verfassungsmedaille in Silber', 'Korporierter im CV', 'Person (Bamberg)', 'Deutscher', 'Geboren 1944', 'Mann']"
Franz Kaufmann (Unternehmer),"['Ehrenbürger einer Universität]]; Ergänze [[Kategorie:Ehrenbürger der Universität Graz', 'Wirtschaftskammerfunktionär', 'Kommerzialrat', 'Ehrenringträger der Stadt Graz', 'Ehrenbürger der Universität Graz', 'Österreicher', 'Geboren 1917', 'Gestorben 2010', 'Mann']"
Horst-Dieter Tietz,"['Mann', 'Deutscher', 'Ingenieurwissenschaftler', 'Hochschullehrer (Zwickau)', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Geboren 1937', 'Rektor einer Hochschule in Deutschland']"
Hellfried Dahlmann,"['Altphilologe (20. Jahrhundert)', 'Hochschullehrer (Universität zu Köln)', 'Hochschullehrer (Philipps-Universität Marburg)', 'Mitglied der Akademie der Wissenschaften und der Literatur', 'Person im Zweiten Weltkrieg (Deutsches Reich)', 'Deutscher', 'Geboren 1905', 'Gestorben 1988', 'Mann']"
Alexius Johann,"['Graveur', 'Zeichner (Deutschland)', 'Autor', 'Grafiker (Mainz)', 'Deutscher', 'Geboren 1849', 'Gestorben 1911', 'Mann']"
Michael Sadre-Chirazi-Stark,"['Psychologe', 'Geboren 1952', 'Mann']"
Georg Veith,"['Althistoriker', 'Herpetologe', 'Militärperson (Österreich-Ungarn)', 'Österreicher', 'Geboren 1875', 'Gestorben 1925', 'Mann']"
Bodo von Borries (Geschichtsdidaktiker),"['Geschichtsdidaktiker', 'Hochschullehrer (Universität Hamburg)', 'Borries (Adelsgeschlecht)|Bodo', 'Deutscher', 'Geboren 1943', 'Mann']"
Bruno Tietz,"['Ökonom (20. Jahrhundert)', 'Deutscher', 'Geboren 1933', 'Gestorben 1995', 'Mann', 'Absolvent der Universität des Saarlandes']"
Sebastian Starck,"['Wikipedia:Vorlagenfehler/Vorlage:DDB', 'Lutherischer Geistlicher (16. Jahrhundert)', 'Lutherischer Geistlicher (17. Jahrhundert)', 'Lutherischer Theologe (16. Jahrhundert)', 'Lutherischer Theologe (17. Jahrhundert)', 'Person (Mühlhausen/Thüringen)', 'Deutscher', 'Geboren 1554', 'Gestorben 1634', 'Mann']"
Hans-Joachim Kißling,"['Turkologe', 'Orientalist', 'Hochschullehrer (Ludwig-Maximilians-Universität München)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Corpsstudent (20. Jahrhundert)', 'Deutscher', 'Geboren 1912', 'Gestorben 1985', 'Mann', 'Person im Zweiten Weltkrieg (Deutsches Reich)']"
Christoph Keese,"['Chefredakteur', 'Zeitungsjournalist', 'Journalist (Deutschland)', 'Publizist', 'Person (Johanna-Quandt-Stiftung)', 'Person (Remscheid)', 'Person (Berlin)', 'Deutscher', 'Geboren 1964', 'Mann', 'Person (Digitale Transformation)']"
Theodor Kissel,"['Althistoriker', 'Autor', 'Person (Dahn)', 'Deutscher', 'Geboren 1962', 'Mann']"
Rainer Wernicke,"['Parteivorsitzender von Bündnis 90/Die Grünen Thüringen', 'Bündnis-90/Die-Grünen-Mitglied', 'Person (Bier)', 'Deutscher', 'Geboren 1962', 'Mann']"
Der Neuerer,"['Fotograf (20. Jahrhundert)', 'Fotograf (Berlin)', 'Künstler (DDR)', 'DDR-Bürger', 'Deutscher', 'Geboren 1922', 'Gestorben 2016', 'Mann']"
Wilhelm Haarländer,"['Geologe (20. Jahrhundert)', 'Hochschullehrer (Julius-Maximilians-Universität Würzburg)', 'Paläontologe', 'Deutscher', 'Geboren 1926', 'Gestorben 1985', 'Mann']"
Erich Scheffler,"['Person (Judenretter)', 'Person (Berlin)', 'Deutscher', 'Geboren 1898', 'Gestorben 1945', 'Mann']"
Bruno Thalmann,"['DDR-Bürger', 'LDPD-Funktionär', 'Mitglied des Staatsrates der DDR', 'Abgeordneter der Volkskammer', 'Deutscher', 'DDR-Bürger', 'Geboren 1919', 'Gestorben 1975', 'Mann']"
Eberhard Straub,"['Sachbuchautor', 'Historiker', 'Publizist', 'Biografie', 'Person (Stuttgarter Zeitung)', 'Deutscher', 'Geboren 1940', 'Mann']"
Ludger Schiffler,"['Fachdidaktiker (moderne Fremdsprachen)', 'Romanist', 'Hochschullehrer (Freie Universität Berlin)', 'Hochschullehrer (Pädagogische Hochschule Berlin)', 'Hochschullehrer (Universität Paris-Nanterre)', 'Hochschullehrer (Universität Paris VIII Vincennes-Saint Denis)', 'Träger des Bundesverdienstkreuzes (Verdienstmedaille)', 'Träger des Ordre des Palmes Académiques', 'Deutscher', 'Geboren 1937', 'Mann']"
Norbert Feith,"['Bürgermeister (Solingen)', 'Beigeordneter (Solingen)', 'Beigeordneter (Bergheim)', 'CDU-Mitglied', 'Deutscher', 'Geboren 1958', 'Mann']"
Joachim Schweighöfer,"['Theaterintendant', 'Deutscher', 'DDR-Bürger', 'Geboren 1906', 'Gestorben 1980', 'Mann']"
Paul Stettiner,"['Oberstudiendirektor', 'Person (Ostpreußen)', 'Lehrer', 'Historiker', 'Hochschullehrer (Albertus-Universität Königsberg)', 'Hochschullehrer (Universität Hamburg)', 'Herausgeber', 'Mitglied der Historischen Kommission für ost- und westpreußische Landesforschung', 'Ehrenmitglied einer wissenschaftlichen Organisation', 'Träger des Bundesverdienstkreuzes am Bande', 'Deutscher', 'Geboren 1879', 'Gestorben 1957', 'Mann', 'Oberstudiendirektor']"
Wilhelm Ludwig Dietz,"['Verwaltungsjurist', 'Forstbeamter (Baden)', 'Person (Bergbau)', 'Person (Karlsruhe)', 'Corpsstudent (19. Jahrhundert)', 'Badener', 'Deutscher', 'Geboren 1785', 'Gestorben 1837', 'Mann']"
Selig Scheuermann,"['Chasan', 'Lehrer', 'Person des Judentums (Frankfurt am Main)', 'Autor', 'Deutscher', 'Geboren im 19. Jahrhundert', 'Gestorben 1935', 'Mann']"
Walter Friedländer,"['Sozialarbeitswissenschaftler', 'Emigrant aus dem Deutschen Reich zur Zeit des Nationalsozialismus', 'USPD-Mitglied', 'SPD-Mitglied', 'Träger der Marie-Juchacz-Plakette', 'Ehrensenator der Albert-Ludwigs-Universität Freiburg', 'Deutscher', 'Geboren 1891', 'Gestorben 1984', 'Mann']"
Caspar Heinrich Starck,"['Historiker', 'Autor', 'Lutherischer Theologe (18. Jahrhundert)', 'Person (Lübecker Geschichte)', 'Deutscher', 'Geboren 1681', 'Gestorben 1750', 'Mann']"
Ferdinand Sperber,"['Baumeister (Hamburg)', 'Bauingenieur', 'Deutscher', 'Geboren 1855', 'Gestorben 1933', 'Mann']"
Elmar Dietz,"['Bildhauer (Deutschland)', 'Deutscher', 'Geboren 1896', 'Gestorben 1976', 'Mann']"
