Subject,Predicate,Object,Wikipedia-URL,Unnamed: 4
"Sperber (Schiff, 1938)",Länge (μ),"70, 25 m","https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Deplacement (g),1.086 Tonnen,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Status,Schwimmkran in Wilhelmshaven,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Höchstgeschwindigkeit (kmh),8 Knoten,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Klasse,Schleuderschiffen,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Land,deutsche Luftwaffe,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Betreiber,deutsche Luftwaffe,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Eigentümer,deutsche Luftwaffe,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Typ,SP 11,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Baumeister,H. C. Stülcken Sohn,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Höhe (mm),,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Länge (mm),"70, 25 m","https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Motto,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Kapazität,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Gewicht (g),1.086 Tonnen,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Baujahr,1938,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Hersteller,H. C. Stülcken Sohn,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Gewicht (kg),1.086 Tonnen,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Anzahl gebaut,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Breite (μ),"14, 55 m","https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Breite (mm),"14, 55 m","https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Eröffnungsdatum,26. November 1938,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Sitzplatzkapazität,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Mieter,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Aufnahmedatum,26. November 1938,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Stilllegungsdatum,1949,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Kommissionierungsdatum,26. November 1938,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",hinlegen,1949,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Enddatum des Gebäudes,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Schiffsbalken (Î¼),,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Schiff gestartet,26. November 1938,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Stromart,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Heimathafen,Hamburg,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Datum der Taufe,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Jungfernfahrt,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Bestelldatum,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Enddatum des aktiven Jahres,1949,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Startdatum der aktiven Jahre,26. November 1938,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Datum der Wiederinbetriebnahme,1945-02-01 00:00:00,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",aktive Jahre Ende Jahr,1949,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",aktive Jahre Startjahr,1938,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Zylinderanzahl,8-Zylinder,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Motortyp,8-Zylinder 4-Takt Dieselmaschine,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Baubeginn,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",Einsendeschluss,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
"Sperber (Schiff, 1938)",IMDB-ID,,"https://de.wikipedia.org/wiki/Sperber_(Schiff,_1938)",
Kettenschifffahrt auf dem Main,Standort,Main,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Anschaffungszeitpunkt,1886,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Schiffsentwurf (μ),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Fertigstellungstermin,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Kosten ($),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Höhe (μ),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Länge (μ),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Deplacement (g),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Status,ganz eingestellt,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Höchstgeschwindigkeit (kmh),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Klasse,Kettenschifffahrt,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Land,Deutschland,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Betreiber,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Eigentümer,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Typ,Kettenschiffahrt,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Baumeister,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Höhe (mm),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Länge (mm),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Motto,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Kapazität,15 bis 30t,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Gewicht (g),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Baujahr,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Hersteller,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Gewicht (kg),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Anzahl gebaut,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Breite (μ),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Breite (mm),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Eröffnungsdatum,1886,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Sitzplatzkapazität,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Mieter,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Aufnahmedatum,1886,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Stilllegungsdatum,1936-06-01 00:00:00,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Kommissionierungsdatum,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,hinlegen,1936-06-01 00:00:00,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Enddatum des Gebäudes,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Schiffsbalken (Î¼),,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Schiff gestartet,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Stromart,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Heimathafen,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Datum der Taufe,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Jungfernfahrt,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Bestelldatum,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Enddatum des aktiven Jahres,1936-06-01 00:00:00,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Startdatum der aktiven Jahre,1886,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Datum der Wiederinbetriebnahme,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,aktive Jahre Ende Jahr,1936,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,aktive Jahre Startjahr,1886,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Zylinderanzahl,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Motortyp,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Baubeginn,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,Einsendeschluss,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Kettenschifffahrt auf dem Main,IMDB-ID,,https://de.wikipedia.org/wiki/Kettenschifffahrt_auf_dem_Main,
Erna Wazinski,Sterbeort,Strafgefängnis Wolfenbüttel,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Sterbedatum,23. November 1944,https://de.wikipedia.org/wiki/Erna_Wazinski,1944-11-23 00:00:00
Erna Wazinski,Geburtsort,Ihlow (Oberarnim),https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Geburtsdatum,7. September 1925,https://de.wikipedia.org/wiki/Erna_Wazinski,1925-09-07 00:00:00
Erna Wazinski,Militäreinheit,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Geburtsname,Erna Gertrude Wazinski,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Geburtsjahr,1925,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Sterbejahr,1944,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,aktuelles Mitglied,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Todesursache,Hinrichtung,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Bildung,"Mädchenschule am Südklint, Axel-Schaffeld Schule",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Nationalität,deutsche,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Beschäftigung,"Rüstungsarbeiterin, Hausgehilfin",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Elternteil,"Wilhelmine Wazinski, Rudolph Wazinski",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Position,Rüstungsarbeiterin,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Ruhestätte,Braunschweig,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,gefasst,20. Oktober 1944,https://de.wikipedia.org/wiki/Erna_Wazinski,1944-10-20 00:00:00
Erna Wazinski,Motiv,Plünderung,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Hintergrund,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Höhe (μ),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Kind,"Wilhelmine Wazinski, Rudolph Wazinski",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Genre,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Heimatort,Ihlow,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Höhe (cm),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gesamtbilanz,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,ursprünglicher Namen,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,wissenschaftliche Disziplin,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Land,Deutschland,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Urheber,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Partei,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Residenz,Braunschweig,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Ehepartner,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Institution,VIGA,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Verwandter,"Wilhelmine Wazinski, Rudolph Wazinski",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Schlagarm,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Werfarm,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Titel,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Schlacht,Bombenangriff vom 15. Oktober auf Braunschweig,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,beeinflusst durch,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,bekannt für,Plünderung,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Karrierestation,VIGA,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Staatsangehörigkeit,deutsche,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Arbeitgeber,"VIGA, Otto Block",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,service militaire,Rüstungsarbeiterin,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Amt,Rüstungsarbeiterin,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,schule,"Mädchenschule am Südklint, Axel-Schaffeld Schule",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Militärkommando,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Auszeichnung,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Vorgänger,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Religion,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Nachfolger,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Diözese,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gouverneur,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Beruf,"Rüstungsarbeiterin, Hausgehilfin",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Pseudonym,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Anzahl,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gewicht (g),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Instrument,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Team,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gymnasium,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Doktorvater,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Vater,Rudolph Wazinski,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Clubmanager,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gewicht (kg),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Beziehung,Gunter Wiedehöft,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Bewegung,Jungmädelbund,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,beeinflusst,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Ausbildung,"Mädchenschule am Südklint, Axel-Schaffeld Schule",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Unterschrift,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Feld,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Region,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Rennen,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,andere Partei,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Rennpferd,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Liga,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,College,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Ehrungen,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Augenfarbe,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Haarfarbe,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Turnierrekord,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,(politisches) Amt,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Trainer,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Doktorand,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gehalt ($),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Block,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,schmettern,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,BBR,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Verein,Jungmädelbund,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Nationalmannschaft,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Portfolio,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Disziplin,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,aktueller Partner,Gunter Wiedehöft,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,militärischer Rang,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Vizepräsident,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Mutter,Wilhelmine Wazinski,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Veranstaltung,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,beste Platzierung im Ranglistenturnier,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Century Breaks,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Höchstes Break,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Sportnation,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,höchster Ranglistenplatz,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Sprache,deutsche,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Standort,"Braunschweig, Gefängnis Rennelberg",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Premierminister,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Universität,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,ehemaliger Partner,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Entwurf,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Präsident,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Motto,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Status,"hingerichtet, Volksschädling, zum Tode verurteilt",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Trainer,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Choreograph,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Ex-Trainer,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,ehemaliger Choreograph,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Ruhmeshalle,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Siege,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,erstes Rennen,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,letztes Rennen,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,gewonnene Title,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,schnellste Runde,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Podestplätze,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Pole,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Rennen,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Sonstige Siege,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Siege in Ranglistenturnieren,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Partner,Gunter Wiedehöft,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gesamtzeit welche die Person im Weltraum verbracht hat (s),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Mission,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Auswahl,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gesamtzeit welche die Person im Weltraum verbracht hat (m),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Siege in Europa,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,bild,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,bedeutender Schrein,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Wertung,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Strafantrag,"Todesstrafe, die Todesstrafe",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Strafe,"Todesstrafe, die Todesstrafe, Tode",https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,alternativer Name,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,bedeutendes Projekt,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Monarch,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Ausschuss,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Leutnant,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Agentur,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,aktive Jahre,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Anzahl der Filme,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Ort der Bestattung,Braunschweig,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,erster Sieg,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,letzter Sieg,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,bedeutendes Gebäude,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Leiche entdeckt,Justivvollzugsanstalt Wolfenbüttel,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Sport,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Hüftumfang (μ),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Taillenumfang (μ),,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Stellvertreter,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Gemeinsame Normdatei,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Treue,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Service Ende Jahr,,https://de.wikipedia.org/wiki/Erna_Wazinski,
Erna Wazinski,Dienststartjahr,,https://de.wikipedia.org/wiki/Erna_Wazinski,
